"","(Intercept)","exposure","Log(scale)","param","model"
"1199",4.8730345056734,-0.164581222227072,-1.45985651286842,"coef","weighted"
"1200",0.0172737499627514,0.00844044657941271,0.0270506362355529,"se","weighted"
"1201",4.82341259086165,-0.154910789161995,-1.43464205259172,"coef","full"
"1202",0.0160492556652031,0.00821561806494433,0.0266849824818747,"se","full"
"1203",4.87622099930391,-0.141977101980205,-1.42922680560157,"coef","weighted"
"1204",0.0173293927463444,0.00804509697334453,0.0268994726525474,"se","weighted"
"1205",NA,NA,NA,"coef","full"
"1206",NA,NA,NA,"se","full"
"1207",4.87233441547138,-0.160411022310114,-1.4623350207204,"coef","weighted"
"1208",0.0173225975192098,0.0084663788186182,0.0270267875733099,"se","weighted"
"1209",4.84743350859419,-0.177026165301224,-1.40269938478389,"coef","full"
"1210",0.016806551961452,0.00889360964914589,0.0265766829689477,"se","full"
"1211",4.88881561228347,-0.154442988496986,-1.41409336710184,"coef","weighted"
"1212",0.017485050615538,0.008192755930835,0.0262677418834173,"se","weighted"
"1213",4.8439128108513,-0.174213135692432,-1.43907066719292,"coef","full"
"1214",0.0169546740235841,0.00868348643294645,0.0272511169064247,"se","full"
"1215",4.87588425610156,-0.154069894630885,-1.45988537125753,"coef","weighted"
"1216",0.0171994564401644,0.00778046082719088,0.026617480434237,"se","weighted"
"1217",4.80629544542902,-0.159801088436281,-1.46700156149996,"coef","full"
"1218",0.0152996865521775,0.00811443520219105,0.0262611255814285,"se","full"
"1219",4.84552120273793,-0.146400855529484,-1.48160404357617,"coef","weighted"
"1220",0.015977238837527,0.00757231517722151,0.0261008174082502,"se","weighted"
"1221",43.4876841495236,-0.58066901207973,-307.985815262878,"coef","full"
"1222",1.02707574549446e-127,4.60470937235072e-128,2.96177722958701e-129,"se","full"
"1223",4.86314315082,-0.151517079222494,-1.46971109757687,"coef","weighted"
"1224",0.01713749791985,0.00813590202734251,0.0271957421870292,"se","weighted"
"1225",4.81351103251374,-0.159799009134985,-1.45816089529718,"coef","full"
"1226",0.0156042861590771,0.00807191585523251,0.026359685183673,"se","full"
"1227",4.86561153170236,-0.147111318297515,-1.45512739153954,"coef","weighted"
"1228",0.0169527045890436,0.00805577782175669,0.0266327572095404,"se","weighted"
"1229",38.6403518545611,-0.116983240054155,-267.291994700683,"coef","full"
"1230",0,0,1.03588038741516e-111,"se","full"
"1231",4.84936485596613,-0.151359379806633,-1.49195238744105,"coef","weighted"
"1232",0.0165069289385323,0.00811710116864857,0.0266474159476723,"se","weighted"
"1233",4.82913861103651,-0.166758878599715,-1.43183171951989,"coef","full"
"1234",0.0161420531454555,0.0085017761590984,0.0264823003843087,"se","full"
"1235",4.87743246063038,-0.165377647231858,-1.43784521803531,"coef","weighted"
"1236",0.0172294063028161,0.00854836769826168,0.0264379339757259,"se","weighted"
"1237",4.81542813097615,-0.161698479624019,-1.44989761370566,"coef","full"
"1238",0.0157022678594485,0.00824796348605229,0.0264629639430745,"se","full"
"1239",4.85865617619904,-0.142242897702287,-1.45960302872985,"coef","weighted"
"1240",0.0166449472840554,0.00774360055439928,0.0265347057757123,"se","weighted"
"1241",4.78807001223796,-0.147307360010326,-1.54388224990434,"coef","full"
"1242",0.0149945129239037,0.00774085170670548,0.0270880211257908,"se","full"
"1243",4.82446039125071,-0.138463374834099,-1.558885970541,"coef","weighted"
"1244",0.0157289650320386,0.00741801071932053,0.0270422498225688,"se","weighted"
"1245",4.81548213336385,-0.15346751560139,-1.46012786962297,"coef","full"
"1246",0.0157254012415424,0.00818096240085082,0.0266682129143716,"se","full"
"1247",4.86072129435948,-0.147506370865354,-1.46801847953653,"coef","weighted"
"1248",0.016775812918399,0.00817939046535406,0.0266841954137143,"se","weighted"
"1249",4.83961782105893,-0.165106751932907,-1.44375934570679,"coef","full"
"1250",0.0168693491861428,0.00853858616466003,0.0273561059993273,"se","full"
"1251",4.88556533659653,-0.147400710408112,-1.44104476658161,"coef","weighted"
"1252",0.0180537928972415,0.00807466083526063,0.0276479023835842,"se","weighted"
"1253",4.82069722891062,-0.156800353968239,-1.46009100718005,"coef","full"
"1254",0.0160202796536423,0.00823022348029682,0.0268799070885711,"se","full"
"1255",4.85929033366557,-0.138135644308526,-1.47283488208106,"coef","weighted"
"1256",0.0166077907877291,0.00766046893385262,0.0263349684966264,"se","weighted"
"1257",4.81291011065874,-0.158260780973046,-1.47846875454033,"coef","full"
"1258",0.0158448248663219,0.00815885370662175,0.0269845299003515,"se","full"
"1259",4.85668561434191,-0.140850992491605,-1.47964214983516,"coef","weighted"
"1260",0.0167681286532295,0.00753254833323176,0.0271170572913116,"se","weighted"
"1261",4.79770733398921,-0.158779879915407,-1.48555200921421,"coef","full"
"1262",0.0149970470899762,0.0078465002055358,0.0261729814644184,"se","full"
"1263",4.83732140368402,-0.139732647173182,-1.49865703328652,"coef","weighted"
"1264",0.015803663171541,0.00735627591159725,0.0261110360025827,"se","weighted"
"1265",4.82872609540403,-0.166446639757131,-1.44682403959604,"coef","full"
"1266",0.0162929634540856,0.00843858669293499,0.0268650303562225,"se","full"
"1267",4.87046733388623,-0.153730602391781,-1.45695161429007,"coef","weighted"
"1268",0.0171653573310558,0.00806602716932798,0.0267894015504182,"se","weighted"
"1269",4.82430496258589,-0.175145754703773,-1.44688021183418,"coef","full"
"1270",0.0158153869660853,0.00841782228873925,0.026168426667305,"se","full"
"1271",4.88164257434799,-0.16628209107285,-1.43383204918259,"coef","weighted"
"1272",0.0173543384240931,0.00846204869246493,0.026589633607599,"se","weighted"
"1273",4.83505215282232,-0.165985213531495,-1.41925818917016,"coef","full"
"1274",0.0164557170178655,0.0084928809545184,0.0266879026232697,"se","full"
"1275",4.89181942401955,-0.154284784951597,-1.40669764560762,"coef","weighted"
"1276",0.0179058800902358,0.0083519071806938,0.0270832073637118,"se","weighted"
"1277",4.8060372841412,-0.154973823962296,-1.48168007297079,"coef","full"
"1278",0.0154522781276479,0.00790640124344246,0.0266109122472696,"se","full"
"1279",4.84658005019773,-0.142247529939047,-1.49192445100913,"coef","weighted"
"1280",0.0163989561478025,0.00764844994786443,0.0266559696678189,"se","weighted"
"1281",4.80804789287001,-0.154032209022931,-1.47344354708696,"coef","full"
"1282",0.0155504464354708,0.00811142426641236,0.0267150055524968,"se","full"
"1283",4.85968908065205,-0.143622143021082,-1.46807708123874,"coef","weighted"
"1284",0.0168031693924793,0.00809415122839328,0.0268370553324221,"se","weighted"
"1285",4.80574269273949,-0.156907624570988,-1.4621245890381,"coef","full"
"1286",0.0153355416454953,0.0080499272419396,0.0262329820867743,"se","full"
"1287",4.85153272418417,-0.145554935356558,-1.47188363544631,"coef","weighted"
"1288",0.0162325626864907,0.00776309147502407,0.026203886846129,"se","weighted"
"1289",4.80726341775823,-0.153826215163435,-1.47103638389773,"coef","full"
"1290",0.0154419126155302,0.00805890757527072,0.0265053330102932,"se","full"
"1291",4.84956962954401,-0.13877897078487,-1.48254703761642,"coef","weighted"
"1292",0.0163045736604401,0.00778015705454311,0.0262405024382787,"se","weighted"
"1293",4.79382195054791,-0.152584061526127,-1.48988826697063,"coef","full"
"1294",0.0149338835908085,0.00789862342209824,0.02640997223984,"se","full"
"1295",4.83629642598074,-0.134203922489224,-1.49606052555062,"coef","weighted"
"1296",0.0158560354876157,0.007387341282348,0.0264707157708598,"se","weighted"
"1297",4.81391971581375,-0.1663340101352,-1.48473774415001,"coef","full"
"1298",0.0157602122431739,0.00823793702601857,0.026758025846594,"se","full"
"1299",4.86465033956656,-0.149670732901442,-1.47879803131583,"coef","weighted"
"1300",0.0171016576720664,0.00818146583044752,0.0270730423373395,"se","weighted"
"1301",4.82674073632532,-0.173103059766038,-1.45825995549393,"coef","full"
"1302",0.0161788597086235,0.00834069966935434,0.0267121710671131,"se","full"
